line,class
devolución del  cancelación  días antes o menos de su fecha de reserva,colombia
devolución del  cancelación  días antes o menos de su fecha de reserva,colombia
tener en cuenta antes de reservar su experiencia,colombia
los bonos de regalo y las experiencias en línea no son reembolsables una vez comprados así que selecciónalos cuidadosamente los vales de regalo se extenderán a partir de su fecha de vencimiento si envía una solicitud por escrito antes de la fecha de vencimiento,colombia
si foodies se ve obligado a cancelar un recorrido reservado los pagos realizados serán reembolsados en su totalidad,colombia
foodies opera en todo clima aunque se reserva el derecho de alterar o modificar un itinerario si las circunstancias lo requieren,colombia
nos gusta lo que hacemos,colombia
somos una agencia boutique concentrada en lo que nos gusta y mejor sabemos hacer comer y crear experiencias gastronómicas por esto foodies no provee servicios aéreos u hoteles para que nuestra única pasión siga siendo la comida,colombia
sabemos dónde comer,colombia
comemos en bogotá y cartagena  y sabemos dónde encontrar lo que estás buscando bien sea que quieras una cena de lujo en una locación secreta una clase de cocina a la medida o ese delicioso bocado de cocina callejera del que tanto te han hablado,colombia
nos encantan los detalles,colombia
cuidamos cada momento de nuestras experiencias con esos pequeños detalles que sabemos hacen la diferencia y nos han llevado a lograr lo inimaginable convertirnos en la agencia de tours gastronómicos más premiada de colombia,colombia
medidas contra el covid,colombia
tomaremos tu temperatura y la de tu grupo antes de iniciar la experiencia favor usar tapabocas o mascarilla obligatorio y guantes opcional entérate aquí como juntos nos cuidamos,colombia
exención del iva,colombia
todos nuestros servicios están exentos de iva hasta el  de diciembre de  dando cumplimiento a la exención transitoria para los servicios de hotelería y turismo que cuenten con rnt activo,colombia
letra pequeña,colombia
 la duración de la experiencia es aproximada y puede variar de acuerdo al grado de participación de los asistentes  nuestras experiencias operan en los idiomas indicados en cada una otros idiomas pueden ser solicitados con recargo a holafoodiescomco  para experiencias a la medida o en fechas diferentes a las ofertadas favor escribir a holafoodiescomco  conoce nuestros términos de compra,colombia
quieres vivir esta experiencia,colombia
write a review,colombia
rate here,colombia
guardar mi nombre correo electrónico y web en este navegador para la próxima vez que comente,colombia
ciudad guatapé piedra del peñol cable vuelo malecón parque recreativo la culebra calle de los enamorados iglesia nuestra señora del carmen,colombia
guatapé un paraíso escondido entre las montañas ideal para unas vacaciones inolvidables en familia y para el turismo de aventura ofrece sorprendentes posibilidades de exploración,colombia
el municipio posee muchos apelativos dado su explosivo desarrollo económico especialmente turístico a partir del conocido embalse peñolguatapé situada en su territorio y la mayor de colombia entre los apelativos se escucha decir remanso de paz corazón del oriente antioqueño mar interior de antioquia,colombia
uno de los principales atractivos turísticos es la piedra o peñón de guatapé un lugar maravilloso desde su cima se puede divisar el esplendor del embalse el peñol guatapé en donde se obtienen imágenes espectaculares del paisaje otro sitio ideal es el embalse de guatapé cuenta con muelles donde se alquilan lanchas motos acuáticas bicicletas náuticas kayak veleros y barcos que hacen las veces de discoteca a lo largo del embalse,colombia
las fachadas de sus casas son coloridas adornadas con tradicionales zócalos como la calle del recuerdo caminar por sus pequeñas callejuelas por su plaza central con su gran fuente es una gratificante experiencia,colombia
el parque principal es amplio e invita a caminar el malecón ofrece una variada oferta gastronómica y una apacible vista sobre el embalse y le da una de las mayores atracciones a este lugar un pueblo entre montañas a orillas de un pequeño mar,colombia
fecha de fundación  de octubre de ,colombia
qué ver en guatapé sitios y lugares turísticos,colombia
turismo  cultura,colombia
destacan iglesia nuestra señora del carmen calle del recuerdo capilla de nuestra señora de santa ana monasterio de los monjes benedictinos monasterio monjas de clausura museo histórico comunitario parque principal y calle de los enamorados,colombia
turismo  naturaleza,colombia
destacan la piedra del peñol o peñón de guatapé de  metros de altura y con más de  escalones cable vuelo ubicado en el malecón e ideal para practicar canopy con una extensión de  metros el parque recreativo la culebra donde podrás estar en contacto directo con la naturaleza el parque místico cacique de guatapé y por supuesto la represa con varias marinas y muelles donde podrás rentar lanchas pasear en barco o bicicleta marina y practicar kayak vela o esquí acuático,colombia
clima de guatapé,colombia
el clima es cálido y templado la temperatura media anual es de  c,colombia
calendario de fiestas y eventos,colombia
semana santa en vivo  jueves y viernes santo fiestas de la virgen del carmen   de julio en esta fecha se reivindica la ferviente piedad se realiza la segunda semana del mes de julio la consagración de guatapé hacia la virgen de carmen se hizo desde la fundación en  por don francisco giraldo jiménez fiestas de los zócalos el embalse y el turismo  octubre jornadas navideñas y fiesta de la familia   al  de diciembre carnaval de fin de año   de diciembre,colombia
gastronomía de guatapé,colombia
comidas de guatapé,colombia
bandeja paisa platillo conformado por arroz blanco carne molida chicharrón huevo frito patacón chorizo antioqueño con limón arepa antioqueña hogao con tomate y cebolla frijoles cargamanto tomate rojo en rodajas aguacate y tajadas de plátano maduro,colombia
trucha consta del pez frito arroz ensalada papas fritas patacón arepa y una refrescante gaseosa,colombia
sancocho corresponde a un caldo espeso o sopa a base papa yuca plátano verde zanahoria al cual se agrega alguna carne,colombia
bebidas de guatapé,colombia
arequipe dulce tradicional a base de leche azúcar y vainilla,colombia
postres,colombia
pionono postre elaborado con masa de repostería el cual se rellena y que se enrolla para decorarse,colombia
división política de guatapé,colombia
está dividido en las veredas de la piedra la sonadora quebrada arriba la peña los naranjos el rosario y santa rita,colombia
historia de guatapé,colombia
antes de llegar los conquistadores ibéricos este territorio estaba habitado por etnias aborígenes algunas comandadas por un recordado cacique de nombre guatapé en su honor el poblado fue bautizado de esta manera otro nombre que ha tenido la localidad en el pasado es la ceja de guatapé   los indígenas de guatapé de esta región fueron agrupados en un resguardo conocido como san antonio de remolinos de el peñol quedaron como vestigios de su existencia algunas urnas funerarias de barro halladas en la localidad de alto verde y en varios sitios arqueológicos aún no estudiados en las veredas la peña la piedra el roble y el rosario   guatapé sufrió diferentes cambios dada la construcción de un gigantesco embalse en su territorio pasó a ser una fortaleza turística el gran complejo hidroeléctrico constituyó la inundación de  hectáreas de tierra,colombia
actividades que puedes realizar,colombia
